intSpeed
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
345
0
0
0
0
0
0
0
0
0
0
0
0
350
350
350
350
0
0
0
0
250
0
0
0
350
350
350
350
350
350
350
350
350
350
350
0
0
350
350
350
0
0
0
350
0
0
250
0
334
350
318
334
334
292
350
350
350
350
350
350
350
350
350
0
0
0
0
0
0
0
0
0
0
0
0
0
350
0
350
350
350
0
0
0
0
0
0
0
350
249
0
0
0
0
0
250
246
250
0
0
0
0
0
0
0
0
350
350
350
350
350
350
0
0
0
0
0
0
0
250
0
0
0
250
0
250
0
0
350
350
350
350
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
250
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
250
0
0
0
0
0
0
0
350
0
0
0
0
0
0
0
0
0
0
0
0
350
0
0
350
350
350
350
350
350
350
350
0
0
0
250
350
350
350
350
350
350
350
0
0
350
350
350
350
0
0
0
0
0
0
0
250
0
0
0
0
0
0
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
0
350
350
350
350
350
350
350
350
0
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
0
0
0
0
250
350
350
350
350
350
350
350
350
0
0
350
350
350
350
350
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
250
0
0
0
0
0
0
0
0
0
250
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
341
0
0
0
0
0
350
315
315
315
315
322
325
325
0
0
0
0
0
0
0
0
0
250
350
350
350
350
350
350
350
350
350
350
350
350
350
0
317
250
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
0
350
0
350
350
250
0
0
0
349
350
349
350
350
350
350
350
350
350
0
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
0
0
350
350
350
350
350
350
350
350
0
0
0
350
0
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
0
0
0
0
0
0
0
0
0
0
303
323
350
0
0
0
350
346
317
317
317
0
0
0
350
350
350
350
0
0
350
350
0
0
350
350
350
350
0
0
0
0
0
0
0
0
0
250
350
350
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
250
350
0
0
0
0
0
0
0
350
350
350
0
0
350
350
0
0
0
250
350
350
0
0
350
0
350
0
0
0
0
0
250
350
350
350
350
350
350
0
0
0
0
285
350
350
0
0
350
350
0
0
0
250
350
350
0
0
0
0
0
350
350
350
0
0
0
0
250
350
0
0
0
0
0
0
250
350
0
0
0
250
350
350
350
0
350
0
0
0
0
0
0
0
350
350
350
350
350
350
350
350
0
0
261
350
350
0
0
347
350
350
0
350
350
350
0
0
0
0
0
0
0
0
350
350
350
350
0
0
0
0
0
0
0
0
0
0
0
0
0
0
250
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
0
0
250
350
350
350
350
350
350
350
350
350
0
0
0
0
0
0
0
0
250
350
350
350
350
350
350
350
350
350
250
0
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
350
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
254
292
0
0
0
0
0
350
350
350
350
350
0
0
0
0
0
350
0
0
350
350
350
350
350
350
350
350
350
350
350
0
0
0
0
0
0
0
350
350
350
350
350
308
350
350
0
0
291
0
0
0
0
0
0
0
0
0
350
0
0
250
0
0
0
350
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
249
0
0
0
0
0
0
0
0
0
0
0
0
0
0
